Borough,Block,Lot,BIN,Building,Agency,2010 Rating *,2010 Source EUI (kBtu/sq.ft.),2010 GHG Emissions Intensity (kgCO2e/ft²) †,2011 Rating * ,2011 Source EUI (kBtu/sq.ft.),2011 GHG Emissions Intensity (kgCO2e/ft²) †,2012 Rating *,2012 Source EUI (kBtu/sq.ft.),2012 GHG Emissions Intensity (kgCO2e/ft²) †,2013 Rating *,2013 Source EUI (kBtu/sq.ft.),2013 GHG Emissions Intensity (kgCO2e/ft²) †
Brooklyn,4650.0,15.0,3101218.0,K860,DOE, 22 , 203.1 ,6.8,26,192.2,7.1,22, 198.3 , 7.5 ,29.0,182.6,6.4
Brooklyn,4965.0,1.0,3112334.0,"K864 within (K864, K869)",DOE, 86 , 85.0 ,2.6,88,81.8,2.4,93, 72.2 , 2.0 ,93.0,71.8,2.1
Brooklyn,3242.0,1.0,3073761.0,K865,DOE, 87 , 95.5 ,3.7,90,90.3,3.4,94, 79.7 , 3.0 ,87.0,95.9,3.6
Brooklyn,1235.0,37.0,3031296.0,K867,DOE, 73 , 183.1 ,4.7,84,156.7,4.1,51, 225.7 , 5.9 ,60.0,209.8,5.4
Brooklyn,4965.0,1.0,3112334.0,"K869 within (K864, K869)",DOE, 86 , 85.0 ,2.6,88,81.8,2.4,93, 72.2 , 2.0 ,93.0,71.8,2.1
Brooklyn,269.0,14.0,3002643.0,K871,DOE, 65 , 158.0 ,5.0,70,143.5,4.7,75, 137.5 , 4.2 ,69.0,146.7,4.7
Brooklyn,1164.0,57.0,3029060.0,K874,DOE, 93 , 153.6 ,5.4,91,163.0,5.9,95, 143.8 , 5.1 ,95.0,145.8,5.2
Brooklyn,3314.0,1.0,3075879.0,"K875 within (K075, K875)",DOE, 76 , 111.5 ,4.0,71,117.6,4.1,87, 93.6 , 3.2 ,86.0,96.6,3.4
Brooklyn,3241.0,37.0,3073752.0,"K876 within (K274, K876)",DOE, 84 , 87.8 ,3.9,88,84.1,3.9,96, 67.2 , 2.8 ,91.0,79.3,3.7
Brooklyn,5103.0,93.0,3338996.0,K877,DOE, 92 , 98.1 ,3.7,93,95.2,3.8,96, 85.0 , 3.1 ,93.0,95.1,3.6
Brooklyn,755.0,22.0,3011821.0,"K881 within (K001, K881)",DOE, 46 , 114.6 ,5.3,46,114.2,5.2,63, 97.2 , 4.2 ,58.0,103.0,4.8
Brooklyn,1382.0,12.0,3036947.0,K883,DOE, 82 , 107.8 ,3.9,82,108.0,3.8,91, 91.1 , 3.0 ,83.0,105.4,3.7
Brooklyn,4599.0,1.0,3099537.0,"K889 within (K189, K889)",DOE, 58 , 143.1 ,5.9,51,152.5,6.6,82, 108.5 , 4.3 ,76.0,118.4,4.9
Brooklyn,4794.0,26.0,3106599.0,"K891 within (K091, K891)",DOE, 66 , 107.4 ,4.3,61,111.9,4.5,80, 90.2 , 3.5 ,61.0,112.9,4.5
Brooklyn,1423.0,14.0,3038372.0,"K892 within (K221, K892)",DOE, 23 , 151.2 ,8.4,36,132.5,7.1,54, 112.5 , 5.9 ,29.0,142.9,8.1
Brooklyn,4324.0,1.0,3380772.0,"K893 within (K213, K893)",DOE, 75 , 142.2 ,6.6,75,141.2,6.9,93, 101.5 , 5.0 ,87.0,120.1,6.5
Brooklyn,971.0,28.0,3337516.0,"K896 within (K321, K896)",DOE, 83 , 115.9 ,4.8,79,121.9,5.5,91, 98.7 , 4.0 ,91.0,98.0,4.0
Brooklyn,941.0,50.0,3259250.0,K902,DOE, 76 , 141.1 ,4.7,72,146.6,5.2,79, 133.8 , 4.5 ,79.0,135.6,4.5
Brooklyn,8393.0,1.0,3236665.0,K905,DOE, 6 , 363.1 ,11.9,3,391.8,12.8,15, 299.5 , 10.2 ,8.0,330.4,11.2
Brooklyn,3508.0,12.0,3080779.0,K907,DOE, 60 , 132.7 ,3.9,68,119.1,3.6,68, 118.8 , 3.5 ,67.0,117.7,3.6
Brooklyn,5334.0,64.0,3343470.0,K908,DOE, 70 , 140.3 ,4.4,71,138.3,4.2,67, 143.2 , 4.5 ,76.0,129.9,4.3
Brooklyn,1141.0,5.0,3027982.0,K909,DOE, 84 , 122.4 ,4.1,82,121.5,4.1,76, 133.0 , 4.2 ,88.0,111.2,3.6
Brooklyn,3230.0,27.0,3073462.0,K913,DOE, 82 , 116.0 ,3.6,78,108.8,3.4,85, 98.5 , 2.9 ,76.0,112.8,3.5
Brooklyn,1888.0,34.0,3054323.0,K914,DOE, 9 , 226.0 ,7.3,14,191.4,5.9,22, 175.7 , 5.3 ,23.0,172.6,5.4
Brooklyn,5371.0,1.0,3126001.0,"K921 within (K179, K921)",DOE, 86 , 106.7 ,4.2,89,100.2,3.9,93, 91.0 , 3.7 ,90.0,97.6,3.8
Brooklyn,8329.0,250.0,3235262.0,"K922 within (K272, K922)",DOE, 73 , 111.5 ,5.3,75,108.6,5.5,85, 93.0 , 4.7 ,85.0,94.3,4.9
Brooklyn,8034.0,1.0,3225637.0,"K923 within (K276, K923)",DOE, 53 , 128.6 ,5.4,51,130.5,5.5,70, 108.3 , 4.5 ,68.0,111.1,4.7
Brooklyn,7551.0,26.0,3205780.0,"K927 within (K152, K927)",DOE, 42 , 143.4 ,4.9,44,139.8,5.0,69, 110.3 , 3.6 ,45.0,138.4,5.2
Brooklyn,4013.0,34.0,3089171.0,K932,DOE, 97 , 83.3 ,6.5,97,83.2,5.3,96, 89.1 , 7.1 ,95.0,90.7,7.2
Brooklyn,6013.0,1.0,3152318.0,"K934 within (K490, K934)",DOE, 76 , 150.3 ,6.4,80,140.8,6.0,87, 125.9 , 5.2 ,84.0,130.9,4.6
Brooklyn,6667.0,24.0,3177680.0,"K937 within (K097, K937)",DOE, 6 , 229.3 ,13.2,65,119.3,5.3,69, 114.1 , 5.0 ,56.0,130.6,5.7
Brooklyn,713.0,20.0,3010580.0,"K939 within (K136, K939)",DOE, 96 , 100.6 ,4.8,92,116.1,6.0,97, 92.3 , 4.4 ,95.0,103.1,5.0
Brooklyn,5873.0,84.0,3145771.0,K940,DOE, 100 , 69.3 ,1.8,100,66.9,1.7,100, 71.1 , 1.8 ,100.0,68.7,1.8
Brooklyn,7244.0,1.0,3196224.0,"K941 within (K209, K941)",DOE, 77 , 113.3 ,4.3,72,118.9,4.5,85, 99.0 , 3.6 ,70.0,122.0,5.0
Brooklyn,1630.0,1.0,3044493.0,"K946 within (K308, K946)",DOE, 71 , 92.4 ,3.9,63,100.0,4.3,72, 90.8 , 3.4 ,68.0,95.8,3.9
Brooklyn,4328.0,15.0,3097444.0,"K947 within (K819, K947)",DOE, 68 , 170.4 ,6.8,53,190.4,7.5,63, 175.5 , 6.7 ,38.0,212.5,8.4
Brooklyn,3949.0,18.0,3087821.0,"K948 within (K290, K948)",DOE, 8 , 215.3 ,7.8,6,222.0,8.8,74, 117.3 , 4.2 ,78.0,113.0,4.1
Brooklyn,4243.0,1.0,3095254.0,"K949 within (K214, K949)",DOE, 60 , 113.1 ,4.2,48,126.6,4.6,73, 112.5 , 4.0 ,80.0,103.9,3.9
Brooklyn,7123.0,66.0,3192661.0,"K951 within (K095, K951)",DOE, 73 , 109.1 ,5.2,63,121.1,5.9,92, 79.4 , 3.5 ,74.0,107.6,5.5
Brooklyn,7625.0,1.0,3208461.0,"K952 within (K193, K952)",DOE, 67 , 113.4 ,4.1,70,109.2,4.0,81, 95.0 , 3.3 ,76.0,102.3,3.8
Brooklyn,4673.0,1.0,3102005.0,"K953 within (K135, K953)",DOE, 64 , 159.1 ,6.4,62,160.9,6.6,80, 131.8 , 5.2 ,79.0,133.5,5.4
Brooklyn,5899.0,1.0,3146921.0,"K954 within (K170, K954)",DOE, 71 , 131.4 ,4.8,66,137.6,5.0,72, 127.7 , 4.4 ,78.0,120.8,4.4
Brooklyn,4477.0,1.0,3098664.0,"K958 within (K202, K958)",DOE, 35 , 121.3 ,4.8,39,115.7,4.5,41, 113.0 , 4.6 ,41.0,114.4,4.6
Brooklyn,7393.0,1.0,3201629.0,"K959 within (K194, K959)",DOE, 66 , 102.8 ,3.9,77,106.7,4.3,85, 95.4 , 3.5 ,79.0,104.6,3.9
Brooklyn,6180.0,1.0,3157760.0,"K961 within (K112, K961)",DOE, 96 , 95.9 ,3.4,82,132.7,5.1,83, 129.1 , 4.5 ,83.0,130.5,5.1
Brooklyn,8666.0,610.0,3244470.0,"K964 within (K253, K964)",DOE, 34 , 149.9 ,7.6,41,139.8,6.2,44, 135.1 , 5.9 ,45.0,134.6,5.3
Brooklyn,4769.0,25.0,3105680.0,"K972 within (K208, K972)",DOE, 65 , 120.5 ,4.4,64,122.3,4.6,79, 102.4 , 3.8 ,63.0,122.9,4.6
Brooklyn,3969.0,1.0,3088357.0,"K974 within (K302, K974)",DOE, 63 , 125.4 ,5.3,73,112.6,4.7,85, 95.3 , 3.6 ,79.0,104.6,4.1
Brooklyn,8464.0,1.0,3326821.0,"K975 within (K236, K975)",DOE, 89 , 93.3 ,3.4,89,93.2,3.3,94, 81.7 , 2.9 ,91.0,88.3,3.2
Brooklyn,5850.0,30.0,3144482.0,"K977 within (K485, K977)",DOE, 26 , 210.1 ,7.3,18,228.0,8.0,25, 205.4 , 6.9 ,18.0,221.4,7.9
Brooklyn,437.0,1.0,3007326.0,"K979 within (K032, K979)",DOE, 70 , 128.8 ,5.9,70,128.8,5.9,79, 115.1 , 5.3 ,72.0,126.5,5.9
Brooklyn,4844.0,1.0,3107846.0,"K980 within (K235, K835, K980)",DOE, 18 , 146.0 ,5.4,21,139.6,5.2,47, 121.9 , 4.3 ,34.0,148.8,5.2
Brooklyn,4623.0,28.0,3100292.0,"K981 within (K268, K981)",DOE, 45 , 132.9 ,5.8,59,117.2,4.8,77, 95.9 , 3.7 ,68.0,107.8,4.3
Brooklyn,188.0,14.0,3001070.0,"K982 within (K261, K982)",DOE, 94 , 89.2 ,3.6,94,88.3,3.5,98, 72.5 , 2.5 ,92.0,94.3,4.1
Brooklyn,4988.0,66.0,3113388.0,"K983 within (K198, K983)",DOE, 48 , 126.9 ,4.8,52,122.6,4.6,55, 117.6 , 4.3 ,52.0,122.7,4.7
Brooklyn,1482.0,1.0,3039676.0,K987,DOE, 28 , 267.9 ,8.5,29,241.6,7.9,42, 215.0 , 6.9 ,31.0,237.7,7.7
Brooklyn,6065.0,43.0,3154215.0,K989,DOE, 55 , 237.0 ,8.2,64,216.1,7.7,66, 210.5 , 7.4 ,66.0,210.9,7.4
Brooklyn,4106.0,39.0,3090998.0,"K991 within (K007, K991)",DOE, 36 , 144.0 ,4.6,29,154.3,4.7,62, 132.4 , 4.0 ,46.0,153.6,5.0
Brooklyn,1812.0,1.0,3329679.0,K994,DOE, 22 , 293.5 ,9.2,18,298.9,9.7,24, 279.8 , 8.8 ,21.0,289.6,9.4
Brooklyn,7782.0,34.0,3215797.0,K995,DOE, 68 , 170.6 ,4.5,68,170.8,4.5,73, 161.2 , 4.2 ,75.0,157.4,4.2
Brooklyn,6739.0,77.0,3180747.0,K997,DOE, 73 , 257.5 ,6.9,76,243.3,6.5,78, 235.0 , 6.3 ,82.0,220.5,6.2
Brooklyn,4216.0,1.0,3094735.0,"K998 within (K159, K998)",DOE, 97 , 80.8 ,3.0,98,76.7,3.1,99, 65.9 , 2.5 ,97.0,79.4,3.2
Manhattan,279.0,40.0,1003375.0,M001,DOE, 83 , 116.6 ,4.3,85,113.0,4.2,95, 88.9 , 3.2 ,89.0,105.8,3.9
Manhattan,273.0,1.0,1003248.0,M002,DOE, 88 , 103.2 ,4.6,95,84.1,3.7,95, 83.4 , 3.8 ,95.0,84.8,3.8
Manhattan,585.0,41.0,1009872.0,M003,DOE, 86 , 65.6 ,2.7,78,73.4,3.0,89, 61.5 , 2.5 ,82.0,70.5,2.9
Manhattan,2118.0,22.0,1062792.0,M004,DOE, 43 , 176.4 ,5.5,65,144.0,4.4,53, 159.4 , 4.7 ,36.0,187.3,5.8
Manhattan,2150.0,30.0,1084201.0,"M005 within (M005, M921)",DOE, 36 , 155.8 ,4.9,44,144.1,4.6,56, 128.8 , 4.0 ,42.0,147.4,4.7
Manhattan,1493.0,21.0,1046668.0,M006,DOE, 56 , 137.6 ,6.8,82,107.1,5.0,91, 91.0 , 4.1 ,84.0,104.0,5.0
Manhattan,1768.0,21.0,1083501.0,M007,DOE, 45 , 147.9 ,7.7,79,104.9,4.5,60, 127.7 , 6.5 ,53.0,136.9,7.2
Manhattan,2112.0,1.0,1081842.0,M008,DOE, 51 , 148.2 ,4.6,27,182.0,7.2,56, 140.2 , 4.2 ,47.0,152.7,4.7
Manhattan,1214.0,29.0,1032119.0,M009,DOE, 93 , 88.6 ,4.2,86,103.9,5.7,98, 71.2 , 3.4 ,96.0,80.2,4.1
Manhattan,2016.0,100.0,1060198.0,"M010 within (M010, M200)",DOE, 83 , 86.2 ,4.0,88,78.2,3.6,94, 67.2 , 3.1 ,88.0,78.8,3.9
Manhattan,744.0,24.0,1013260.0,M011,DOE, 80 , 108.2 ,5.5,83,102.3,5.2,81, 104.4 , 5.4 ,81.0,105.2,5.4
Manhattan,1612.0,50.0,1051515.0,M013,DOE, 84 , 96.2 ,4.8,85,94.4,4.6,93, 78.7 , 3.6 ,80.0,100.9,5.0
Manhattan,374.0,20.0,1004415.0,M015,DOE, 47 , 169.3 ,10.9,57,153.8,10.0,87, 106.7 , 6.8 ,87.0,108.7,6.9
Manhattan,1038.0,14.0,1025092.0,M017,DOE, 93 , 90.1 ,3.4,96,81.6,3.0,96, 79.4 , 2.9 ,92.0,91.9,3.5
Manhattan,453.0,34.0,1006478.0,M019,DOE, 91 , 89.2 ,3.7,83,103.7,4.9,96, 76.3 , 3.1 ,87.0,98.2,4.7
Manhattan,355.0,1.0,1004325.0,M020,DOE, 97 , 76.8 ,3.3,97,72.8,3.1,99, 65.1 , 2.7 ,98.0,71.8,3.3
Manhattan,335.0,1.0,1004070.0,M022,DOE, 63 , 130.1 ,6.1,89,89.9,3.6,95, 75.5 , 2.7 ,92.0,82.9,3.4
Manhattan,354.0,80.0,1004323.0,M025,DOE, 95 , 98.9 ,2.6,96,92.1,2.4,90, 110.0 , 4.0 ,89.0,111.7,4.1
Manhattan,2107.0,26.0,1076739.0,M028,DOE, 63 , 124.2 ,5.8,72,112.4,5.2,80, 102.2 , 4.5 ,74.0,110.6,5.3
Manhattan,1776.0,20.0,1054502.0,M030,DOE, 55 , 123.1 ,4.3,48,131.0,4.6,58, 118.3 , 4.1 ,69.0,118.2,4.1
Manhattan,724.0,23.0,1012829.0,M033,DOE, 33 , 165.7 ,6.3,37,159.8,6.0,61, 127.4 , 4.5 ,44.0,150.0,5.7
Manhattan,381.0,38.0,1004564.0,M034,DOE, 56 , 143.1 ,6.9,55,143.6,6.9,81, 108.5 , 4.6 ,72.0,122.1,5.8
Manhattan,1850.0,2.0,1055890.0,M036,DOE, 41 , 170.8 ,8.5,72,125.4,4.5,70, 114.0 , 4.0 ,62.0,124.5,4.6
Manhattan,925.0,12.0,1020513.0,M040,DOE, 74 , 104.9 ,5.1,78,99.4,4.9,75, 102.9 , 4.8 ,58.0,123.9,6.3
Manhattan,606.0,49.0,1010543.0,M041,DOE, 98 , 70.1 ,1.9,83,107.9,4.8,95, 82.8 , 3.2 ,92.0,91.1,3.8
Manhattan,309.0,1.0,1003998.0,M042,DOE, 68 , 118.7 ,4.2,76,108.7,3.7,81, 113.4 , 3.8 ,77.0,131.1,4.8
Manhattan,1984.0,33.0,1059723.0,M043,DOE, 44 , 119.1 ,4.7,85,108.9,4.3,91, 96.3 , 3.5 ,88.0,103.8,4.2
Manhattan,1148.0,14.0,1030178.0,M044,DOE, 69 , 78.2 ,3.5,94,75.2,3.5,98, 60.3 , 2.6 ,94.0,76.0,3.7
Manhattan,1797.0,100.0,1054786.0,M045,DOE, 70 , 96.8 ,3.3,91,116.8,4.1,99, 87.3 , 3.0 ,98.0,97.2,3.5
Manhattan,2106.0,50.0,1082090.0,"M046 within (M046, M846)",DOE, 87 , 52.2 ,1.5,90,49.3,1.4,94, 43.8 , 1.2 ,93.0,46.5,1.3
Manhattan,904.0,24.0,1019775.0,M047,DOE, 51 , 156.6 ,7.0,58,141.2,6.1,72, 122.8 , 5.1 ,55.0,145.4,6.6
Manhattan,2167.0,29.0,1076752.0,"M048 within (M048, M902)",DOE, 36 , 158.7 ,4.8,22,181.3,5.4,16, 194.5 , 5.6 ,20.0,184.4,5.5
Manhattan,1694.0,1.0,1083933.0,M050,DOE, 49 , 135.9 ,5.0,57,125.6,4.8,81, 96.0 , 2.9 ,82.0,95.0,2.9
Manhattan,1073.0,1.0,1083785.0,M051,DOE, 93 , 111.9 ,4.2,93,112.0,4.4,94, 108.4 , 3.7 ,100.0,67.1,2.6
Manhattan,2233.0,20.0,1076776.0,M052,DOE, 62 , 115.7 ,5.6,59,119.1,5.8,79, 95.4 , 4.2 ,52.0,127.5,6.5
Manhattan,1862.0,11.0,1055990.0,M054,DOE, 82 , 99.2 ,4.7,74,108.7,5.6,94, 75.4 , 3.3 ,87.0,89.8,4.4
Manhattan,269.0,41.0,1003223.0,M056,DOE, 97 , 79.3 ,3.4,100,56.8,1.9,99, 61.0 , 2.3 ,95.0,83.2,3.9
Manhattan,1640.0,139.0,1083184.0,M057,DOE, 14 , 168.4 ,7.0,55,157.2,5.5,72, 132.6 , 4.6 ,66.0,141.4,5.1
Manhattan,1043.0,22.0,1025241.0,M058,DOE, 97 , 115.7 ,5.0,96,115.3,4.8,97, 112.3 , 4.5 ,96.0,119.4,5.0
Manhattan,439.0,17.0,1005974.0,M060,DOE, 62 , 139.5 ,7.6,58,143.5,7.6,76, 118.2 , 6.3 ,73.0,123.9,6.5
Manhattan,394.0,12.0,1079053.0,M061,DOE, 54 , 134.6 ,5.5,55,132.4,5.4,64, 121.1 , 4.7 ,38.0,154.1,6.3
Manhattan,431.0,14.0,1005760.0,M063,DOE, 77 , 90.6 ,3.5,78,88.7,3.4,88, 79.4 , 3.0 ,77.0,94.5,3.7
Manhattan,387.0,1.0,1004627.0,M064,DOE, 62 , 119.6 ,4.7,58,123.1,4.7,66, 102.9 , 3.8 ,56.0,114.0,4.4
Manhattan,1568.0,8.0,1050618.0,M066,DOE, 79 , 114.9 ,3.9,88,98.5,3.3,93, 87.8 , 2.9 ,92.0,90.8,3.1
Manhattan,741.0,10.0,1079152.0,M070,DOE, 97 , 68.6 ,1.8,98,62.0,1.6,92, 79.6 , 3.5 ,94.0,77.1,3.3
Manhattan,1632.0,11.0,1081340.0,M072,DOE, 74 , 113.8 ,4.5,74,113.7,4.5,85, 96.4 , 3.9 ,87.0,94.4,3.7
Manhattan,1253.0,65.0,1034190.0,M075,DOE, 70 , 122.9 ,6.1,69,122.8,6.2,73, 116.7 , 5.9 ,68.0,124.9,6.5
Manhattan,1926.0,17.0,1058470.0,M076,DOE, 65 , 137.3 ,6.2,78,117.8,4.7,89, 99.4 , 3.3 ,87.0,104.1,3.7
Manhattan,1747.0,1.0,1053968.0,M079,DOE, 83 , 97.0 ,4.3,81,104.4,4.9,92, 85.5 , 3.8 ,86.0,97.8,4.5
Manhattan,1925.0,19.0,1058447.0,M081,DOE, 70 , 106.0 ,5.7,71,105.1,5.8,88, 81.4 , 4.0 ,74.0,101.9,5.4
Manhattan,1659.0,12.0,1052436.0,M083,DOE, 56 , 122.6 ,6.0,63,114.4,5.4,71, 104.2 , 4.6 ,71.0,105.8,4.8
Manhattan,1205.0,6.0,1081042.0,M084,DOE, 66 , 102.2 ,5.0,76,91.6,4.4,78, 87.9 , 4.1 ,88.0,76.0,3.5
Manhattan,1149.0,7.0,1030196.0,M087,DOE, 89 , 83.0 ,4.2,89,83.0,4.1,90, 81.0 , 3.9 ,93.0,75.5,3.6
Manhattan,1830.0,19.0,1055204.0,M088,DOE, 53 , 158.2 ,6.4,45,162.0,6.5,49, 158.3 , 5.8 ,42.0,166.7,6.6
Manhattan,16.0,220.0,1085459.0,M089,DOE, 34 , 155.5 ,4.9,52,147.9,4.6,79, 110.8 , 3.2 ,54.0,146.2,4.8
Manhattan,2112.0,58.0,1076741.0,M090,DOE, 58 , 137.9 ,4.5,19,198.1,5.8,33, 170.8 , 4.9 ,35.0,168.6,5.1
Manhattan,1939.0,11.0,1058808.0,M092,DOE, 83 , 91.1 ,4.4,74,102.9,5.1,90, 79.4 , 3.4 ,84.0,89.3,4.1
Manhattan,2084.0,29.0,1087824.0,M093,DOE, 7 , 225.7 ,6.3,6,229.2,6.4,7, 222.6 , 6.5 ,9.0,214.6,6.3
Manhattan,1784.0,12.0,1074333.0,M096,DOE, 76 , 104.9 ,4.3,73,108.2,4.9,64, 117.8 , 5.7 ,75.0,105.5,4.9
Manhattan,325.0,25.0,1004062.0,M097,DOE, 44 , 97.3 ,3.7,87,82.3,2.9,88, 82.0 , 3.1 ,85.0,86.7,3.2
Manhattan,2229.0,12.0,1064871.0,"M098 within (M098, M845)",DOE, 35 , 120.3 ,9.9,43,112.4,9.4,49, 105.5 , 8.8 ,38.0,118.3,9.4
Manhattan,1693.0,1.0,1052998.0,M099,DOE, 77 , 123.0 ,4.7,78,121.2,4.6,81, 115.8 , 4.3 ,72.0,130.9,5.1
Manhattan,1639.0,3.0,1081346.0,M101,DOE, 40 , 109.6 ,5.6,57,112.4,6.0,76, 91.9 , 4.2 ,75.0,109.5,5.5
Manhattan,1684.0,101.0,1081366.0,M102,DOE, 53 , 121.1 ,6.7,53,120.9,6.9,77, 93.1 , 4.8 ,57.0,116.2,6.4
Manhattan,926.0,1.0,1081671.0,M104,DOE, 84 , 78.2 ,3.4,90,70.4,3.0,91, 67.2 , 2.8 ,87.0,74.5,3.3
Manhattan,1614.0,21.0,1051584.0,M108,DOE, 60 , 76.1 ,3.6,78,93.5,5.0,92, 73.0 , 3.5 ,83.0,86.8,4.5
Manhattan,331.0,140.0,1004066.0,M110,DOE, 97 , 91.1 ,3.2,98,85.1,3.0,98, 86.6 , 3.2 ,96.0,95.2,3.7
Manhattan,1062.0,3.0,1026740.0,M111,DOE, 60 , 110.7 ,5.8,61,109.4,5.5,85, 81.2 , 3.0 ,69.0,101.7,4.0
Manhattan,1816.0,1.0,1084005.0,"M112 within (M112, M206)",DOE, 71 , 108.5 ,4.6,73,105.6,4.3,77, 100.5 , 4.1 ,82.0,93.8,3.7
Manhattan,1828.0,15.0,1055111.0,M113,DOE, 29 , 141.2 ,7.3,41,125.9,6.1,43, 123.6 , 5.9 ,69.0,119.2,6.2
Manhattan,1554.0,23.0,1087665.0,M114,DOE, 61 , 184.7 ,5.0,49,203.7,6.1,55, 193.5 , 5.5 ,44.0,214.5,6.4
Manhattan,2133.0,40.0,1063228.0,M115,DOE, 62 , 107.5 ,4.3,74,95.1,3.6,72, 96.1 , 3.4 ,57.0,113.5,4.5
Manhattan,913.0,7.0,1020080.0,M116,DOE, 91 , 102.2 ,4.8,88,106.3,5.1,93, 96.0 , 4.1 ,94.0,94.1,4.1
Manhattan,1656.0,100.0,1052433.0,M117,DOE, 70 , 131.1 ,6.6,75,119.3,6.0,85, 103.9 , 5.0 ,79.0,113.5,5.7
Manhattan,1223.0,5.0,1032522.0,M118,DOE, 73 , 125.8 ,6.7,76,121.0,6.5,96, 80.4 , 3.5 ,81.0,113.0,5.8
Manhattan,1652.0,16.0,1052384.0,M121,DOE, 85 , 111.0 ,4.1,81,117.2,4.2,83, 113.7 , 4.0 ,72.0,133.1,5.1
Manhattan,2042.0,35.0,1060726.0,M123,DOE, 62 , 89.2 ,4.0,44,105.1,5.0,72, 79.5 , 3.5 ,77.0,102.3,5.0
Manhattan,289.0,1.0,1075787.0,M124,DOE, 68 , 130.3 ,5.3,70,126.2,5.5,76, 117.1 , 4.5 ,72.0,123.5,4.9
Manhattan,1964.0,12.0,1059526.0,M125,DOE, 59 , 143.5 ,7.6,65,135.8,7.0,79, 117.5 , 5.6 ,70.0,130.4,6.7
Manhattan,111.0,160.0,1083357.0,M126,DOE, 81 , 110.8 ,4.8,84,106.0,4.4,86, 100.7 , 4.1 ,89.0,96.7,4.4
Manhattan,2125.0,1.0,1062994.0,M128,DOE, 56 , 129.4 ,6.1,70,125.9,6.8,87, 98.6 , 4.8 ,82.0,108.9,5.7
Manhattan,1957.0,10.0,1059407.0,M129,DOE, 72 , 102.3 ,5.3,76,97.6,5.2,83, 88.4 , 4.6 ,85.0,86.2,4.4
Manhattan,236.0,38.0,1003086.0,M130,DOE, 66 , 144.3 ,4.8,67,141.8,4.8,77, 127.5 , 4.1 ,70.0,138.0,4.8
Manhattan,301.0,3.0,1082489.0,M131,DOE, 90 , 117.5 ,4.7,90,115.2,4.6,93, 105.8 , 4.0 ,90.0,113.3,4.4
Manhattan,2165.0,26.0,1063947.0,M132,DOE, 87 , 86.1 ,3.3,79,97.3,3.9,87, 84.8 , 3.2 ,87.0,86.8,3.5
Manhattan,1755.0,1.0,1054276.0,M133,DOE, 70 , 120.9 ,6.3,56,138.8,7.6,76, 112.0 , 5.7 ,74.0,115.9,6.0
Manhattan,288.0,15.0,1003736.0,M134,DOE, 73 , 114.2 ,4.8,85,110.9,4.7,95, 85.4 , 3.2 ,92.0,95.4,3.8
Manhattan,1960.0,1.0,1059460.0,M136,DOE, 72 , 96.8 ,3.7,74,94.6,3.6,67, 102.1 , 3.8 ,70.0,99.8,4.0
Manhattan,245.0,7.0,1003143.0,M137,DOE, 96 , 85.7 ,3.2,94,90.8,3.6,97, 80.0 , 3.1 ,95.0,86.9,3.6
Manhattan,344.0,1.0,1004091.0,M140,DOE, 85 , 84.8 ,3.9,81,88.7,4.2,87, 80.4 , 3.7 ,79.0,91.7,4.5
Manhattan,343.0,1.0,1004080.0,M142,DOE, 94 , 80.5 ,3.3,95,79.0,3.3,92, 84.5 , 3.5 ,88.0,95.1,4.4
Manhattan,2155.0,35.0,1063703.0,M143,DOE, 93 , 87.7 ,3.5,88,95.8,4.1,90, 92.1 , 3.8 ,82.0,106.3,5.0
Manhattan,1906.0,11.0,1057683.0,M144,DOE, 78 , 122.5 ,5.7,74,127.5,6.3,83, 112.4 , 5.4 ,78.0,121.5,6.2
Manhattan,1859.0,1.0,1076625.0,M145,DOE, 65 , 124.2 ,5.9,76,109.3,4.7,82, 101.5 , 4.1 ,82.0,101.0,4.3
Manhattan,1700.0,1.0,1052999.0,M146,DOE, 62 , 105.4 ,4.9,66,101.4,4.6,79, 86.6 , 3.5 ,74.0,93.0,4.1
Manhattan,1601.0,1.0,1051434.0,"M149 within (M149, M207)",DOE, 31 , 142.8 ,6.4,31,142.5,6.6,40, 130.5 , 5.6 ,50.0,141.3,6.1
Manhattan,2173.0,1.0,1064149.0,"M152 within (M152, M847)",DOE, 39 , 134.8 ,6.0,43,130.5,5.9,53, 118.5 , 5.2 ,40.0,134.5,6.4
Manhattan,2078.0,19.0,1081834.0,M153,DOE, 67 , 114.1 ,4.1,80,97.8,3.3,86, 88.8 , 3.2 ,86.0,88.6,3.0
Manhattan,1932.0,10.0,1058671.0,M154,DOE, 74 , 107.4 ,4.6,74,107.1,4.6,84, 93.3 , 3.7 ,76.0,105.1,4.2
Manhattan,1689.0,5.0,1052986.0,M155,DOE, 76 , 105.9 ,5.5,76,104.7,5.2,89, 85.6 , 4.1 ,82.0,96.6,4.8
Manhattan,1489.0,1.0,1046411.0,M158,DOE, 97 , 104.9 ,3.7,99,87.8,2.8,99, 90.9 , 3.0 ,99.0,87.1,3.0
Manhattan,1971.0,1.0,1059645.0,M161,DOE, 87 , 102.9 ,4.1,81,113.8,4.9,90, 97.7 , 3.8 ,86.0,106.2,4.5
Manhattan,1852.0,99.0,1055908.0,"M163 within (M163, M919)",DOE, 82 , 106.8 ,5.1,79,112.2,5.4,85, 101.3 , 4.5 ,72.0,122.0,6.0
